transaction_id,source_file,source_sheet,source_row,source_entity,proposed_reporting_entity,account_name,account_last4,account_type,transaction_date,posting_date,year,month,description_raw,description_normalized,merchant_normalized,original_category,combined_category,financial_statement_group,proposed_gl_account,deal_or_asset,amount_raw,debit,credit,cash_inflow,cash_outflow,business_or_personal,operating_or_nonoperating,revenue_or_expense,balance_sheet_activity,intercompany,owner_activity,reimbursement,credit_card_payment,loan_principal,interest,potential_duplicate,duplicate_group_id,transfer_match_id,confidence_score,review_status,review_reason,proposed_accounting_treatment,management_notes
d45263690a0c4e7a,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,74,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-14,,2026,2026-06,SIXT FORT LAUDERDALE FL,SIXT FORT LAUDERDALE FL,SIXT FORT LAUDERDALE FL,"DWG Team Travel (Roanoke, VA)",Travel,Operating Expense,6090 Travel,"Roanoke, VA",287.97,287.97,0.0,0.0,287.97,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
b1950276897e11f7,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,75,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-14,,2026,2026-06,THE CONTINENTAL CLUBAUSTIN TX,THE CONTINENTAL CLUBAUSTIN TX,THE CONTINENTAL CLUBAUSTIN TX,"DWG Team Travel (Austin, TX)",Travel,Operating Expense,6090 Travel,"Austin, TX",36.25,36.25,0.0,0.0,36.25,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
2561aecd8d94666a,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,76,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-14,,2026,2026-06,THE PROMISSORY HOTELROANOKE VA,THE PROMISSORY HOTELROANOKE VA,THE PROMISSORY HOTELROANOKE VA,"DWG Team Travel (Roanoke, VA)",Travel,Operating Expense,6090 Travel,"Roanoke, VA",8.0,8.0,0.0,0.0,8.0,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
f012201b36ef91b5,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,77,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-14,,2026,2026-06,THE PROMISSORY HOTELROANOKE VA,THE PROMISSORY HOTELROANOKE VA,THE PROMISSORY HOTELROANOKE VA,"DWG Team Travel (Roanoke, VA)",Travel,Operating Expense,6090 Travel,"Roanoke, VA",241.12,241.12,0.0,0.0,241.12,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
a64692b0c8b85b73,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,78,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-14,,2026,2026-06,TST* BOULDIN CREEK CAUSTIN TX,TST* BOULDIN CREEK CAUSTIN TX,TST BOULDIN CREEK CAUSTIN,"DWG Team Travel (Austin, TX)",Travel,Operating Expense,6090 Travel,"Austin, TX",32.62,32.62,0.0,0.0,32.62,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
d27e43f41e7db24e,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,79,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-13,,2026,2026-06,AMEX TRAVEL PAY WITH POINTS CREDIT,AMEX TRAVEL PAY WITH POINTS CREDIT,AMEX TRAVEL PAY WITH,AMEX TRAVEL PAY WITH POINTS CREDIT,Other Operating Expense,Operating Expense,6900 Other Operating Expense,,-210.0,0.0,210.0,210.0,0.0,Business,Operating,Contra/Inflow,No,No,No,No,No,No,No,No,,,85,Review,Refund/credit/points,Credit / refund / points — contra to original expense; confirm matching original charge.,
39ff0eee8744a61c,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,80,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-13,,2026,2026-06,PwP AMEXTRAVEL.CO800-297-2977 WA,PWP AMEXTRAVEL.CO800-297-2977 WA,PWP WA,"DWG Team Travel (Austin, TX)",Travel,Operating Expense,6090 Travel,"Austin, TX",272.73,272.73,0.0,0.0,272.73,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
beef2d5160ff158f,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,81,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,10.65,10.65,0.0,0.0,10.65,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
f68366dce6e36ac5,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,82,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,10.7,10.7,0.0,0.0,10.7,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
500ac30e8335a6cb,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,83,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,10.72,10.72,0.0,0.0,10.72,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
3d47296339e7b11f,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,84,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,10.73,10.73,0.0,0.0,10.73,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
735dd037b79fe97c,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,85,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,10.75,10.75,0.0,0.0,10.75,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
49196e13985ccd35,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,86,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,10.96,10.96,0.0,0.0,10.96,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
253391be91a934af,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,87,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,11.04,11.04,0.0,0.0,11.04,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
56927140744b6325,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,88,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,11.09,11.09,0.0,0.0,11.09,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
40c5c699469a0593,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,89,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,11.47,11.47,0.0,0.0,11.47,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
be6f50fb8b454cca,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,90,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,11.49,11.49,0.0,0.0,11.49,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
0bd5ebc5e7389030,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,91,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,11.98,11.98,0.0,0.0,11.98,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
8fc7ee7d8584566c,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,92,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,12.33,12.33,0.0,0.0,12.33,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
f2a5f593fae84f04,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,93,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,12.44,12.44,0.0,0.0,12.44,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
46ae01593b50fb4d,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,94,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,13.5,13.5,0.0,0.0,13.5,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
a81bf1c1eedff3b5,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,95,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,15.61,15.61,0.0,0.0,15.61,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
11cccb7ea15514d7,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,96,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-10,,2026,2026-06,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT THANK YOU,Online AMEX Pmt,Credit Cards Payable,Balance Sheet,9010 Credit Cards Payable,,-6806.31,0.0,6806.31,6806.31,0.0,Business,Nonoperating,Balance Sheet,Yes,No,No,No,Yes,No,No,No,,XFER-0004,97,Auto-Excluded,Credit-card payment,Balance-sheet credit-card payment — exclude from operating expense (underlying charges captured separately).,
58f74f827fd540e7,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,97,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-09,,2026,2026-06,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,ANTHROPIC SAN FRANCISCO CA,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,10.61,10.61,0.0,0.0,10.61,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
2c6c64813674d713,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,98,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-07,,2026,2026-06,AVIS.COM PREPAY VIRGINIA BEACH VA,AVIS.COM PREPAY VIRGINIA BEACH VA,AVIS COM PREPAY VIRGINIA,DWG Team Travel,Travel,Operating Expense,6090 Travel,,147.66,147.66,0.0,0.0,147.66,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
b3b6b9c028b3cd77,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,99,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-07,,2026,2026-06,WWW.PERPLEXITY.AI SAN FRANCISCO CA,WWW.PERPLEXITY.AI SAN FRANCISCO CA,WWW PERPLEXITY AI SAN,AI Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,21.28,21.28,0.0,0.0,21.28,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
c7fb3a4986b83422,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,100,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-04,,2026,2026-06,PIPEDRIVE INC NEW YORK NY,PIPEDRIVE INC NEW YORK NY,PIPEDRIVE INC NEW YORK,DWG Operational Subscription,Software & Technology,Operating Expense,6030 Software & Technology,,249.8,249.8,0.0,0.0,249.8,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
457e39618397b0e1,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,101,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-02,,2026,2026-06,INTUIT QUICKBOOKS 800-446-8848 CA,INTUIT QUICKBOOKS 800-446-8848 CA,INTUIT QUICKBOOKS 800 446,DWG Operational Subscription,Software & Technology,Operating Expense,6030 Software & Technology,,93.81,93.81,0.0,0.0,93.81,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
de2e3aee497fbd60,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,102,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-02,,2026,2026-06,TEXAS PREMIER LOCKSMDALLAS TX,TEXAS PREMIER LOCKSMDALLAS TX,TEXAS PREMIER LOCKSMDALLAS TX,Deal Specific - MRM/CMG,Deal - Pursuit Costs,Deal & Asset Cost,7000 Deal - Pursuit Costs,Mrm/Cmg,405.21,405.21,0.0,0.0,405.21,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,70,OK,,"Deal/asset cost — Mrm/Cmg. Evaluate whether expensable, reimbursable, or capitalizable.",
da6380b098fef433,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,103,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-01,,2026,2026-06,AMAZON MARKEPLACE NA PA,AMAZON MARKEPLACE NA PA,AMAZON,Amazon,Office,Operating Expense,6070 Office,,131.28,131.28,0.0,0.0,131.28,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,70,OK,,Book to Office.,
9b0fda4328451c4e,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,104,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-01,,2026,2026-06,CAMDEN & MERIDEW PC*FISHERS IN,CAMDEN & MERIDEW PC*FISHERS IN,CAMDEN & MERIDEW PC,Deal Specific - JAL Southbend,Deal - Pursuit Costs,Deal & Asset Cost,7000 Deal - Pursuit Costs,Jal Southbend,2500.0,2500.0,0.0,0.0,2500.0,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,70,OK,,"Deal/asset cost — Jal Southbend. Evaluate whether expensable, reimbursable, or capitalizable.",
6ce8c506144c3450,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,105,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-06-01,,2026,2026-06,UBER,UBER,UBER,DWG Team Travel (MISC),Travel,Operating Expense,6090 Travel,,31.91,31.91,0.0,0.0,31.91,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
280cc7921fc3bd32,June_2026_DWG_Capital_Partners.xlsx,Transaction Details,106,DWG Capital Partners,DWG Capital Partners,,01004,Account,2026-05-31,,2026,2026-05,TASKER ON TASKRABBITSAN FRANCISCO CA,TASKER ON TASKRABBITSAN FRANCISCO CA,TASKER ON TASKRABBITSAN FRANCISCO,Employee MISC,General & Administrative,Operating Expense,6160 General & Administrative,,220.81,220.81,0.0,0.0,220.81,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,55,Review,Low confidence,Book to General & Administrative.,
0f41784fef225676,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,10,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-06-10,,2026,2026-06,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT THANK YOU,Online AMEX Payment,Credit Cards Payable,Balance Sheet,9010 Credit Cards Payable,,-4103.05,0.0,4103.05,4103.05,0.0,Business,Nonoperating,Balance Sheet,Yes,No,No,No,Yes,No,No,No,,XFER-0005,97,Auto-Excluded,Credit-card payment,Balance-sheet credit-card payment — exclude from operating expense (underlying charges captured separately).,
5fba4807d32850de,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,11,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-06-07,,2026,2026-06,ADOBE Adobe Systems SAN JOSE CA,ADOBE ADOBE SYSTEMS SAN JOSE CA,ADOBE ADOBE SYSTEMS SAN,Software & Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,29.99,29.99,0.0,0.0,29.99,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
bee82f154d25fd71,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,12,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-06-06,,2026,2026-06,CREXI LOS ANGELES CA,CREXI LOS ANGELES CA,CREXI LOS ANGELES CA,DWG Listing Platform,Data & Listing Platforms,Operating Expense,6040 Data & Listing Platforms,,260.0,260.0,0.0,0.0,260.0,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,90,OK,,Book to Data & Listing Platforms.,
8efce843e613a08d,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,13,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-06-06,,2026,2026-06,Epay3*RealCare InsurSonoma CA,EPAY3*REALCARE INSURSONOMA CA,INSURSONOMA CA,DWG E&O Insurance,Insurance,Operating Expense,6020 Insurance,,3161.52,3161.52,0.0,0.0,3161.52,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,90,OK,,Book to Insurance.,
0cd8a0c0e208aa4c,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,14,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-06-05,,2026,2026-06,SOCIALPILOT LEWES DE,SOCIALPILOT LEWES DE,SOCIALPILOT LEWES DE,Software & Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,50.0,50.0,0.0,0.0,50.0,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
2762a4fa395be272,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,15,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-06-02,,2026,2026-06,AMERICAN AIRLINES 800-433-7300 TX,AMERICAN AIRLINES 800-433-7300 TX,AMERICAN AIRLINES 800 433,Team Travel,Travel,Operating Expense,6090 Travel,,-110.5,0.0,110.5,110.5,0.0,Business,Operating,Contra/Inflow,No,No,No,No,No,No,No,No,,,84,Review,Refund/credit/points,Credit / refund / points — contra to original expense; confirm matching original charge.,
944e1d4527f12f9b,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,16,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-06-01,,2026,2026-06,FIN'S PATIO BAR & GRWEATHERFORD TX,FIN'S PATIO BAR & GRWEATHERFORD TX,FIN'S PATIO BAR &,Team Lunch,Meals & Entertainment,Operating Expense,6100 Meals & Entertainment,,80.0,80.0,0.0,0.0,80.0,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,82,OK,,Book to Meals & Entertainment.,
823dfbe1b04f7c0e,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,17,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-28,,2026,2026-05,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT THANK YOU,Online AMEX Payment,Credit Cards Payable,Balance Sheet,9010 Credit Cards Payable,,-2500.0,0.0,2500.0,2500.0,0.0,Business,Nonoperating,Balance Sheet,Yes,No,No,No,Yes,No,No,No,,XFER-0006,97,Auto-Excluded,Credit-card payment,Balance-sheet credit-card payment — exclude from operating expense (underlying charges captured separately).,
1c697d1f0c95855c,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,18,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-26,,2026,2026-05,TRAININNG LLC FREMONT CA,TRAININNG LLC FREMONT CA,TRAININNG LLC FREMONT CA,DWG-RE Professional Training,Professional Services,Operating Expense,6150 Professional Services,,249.0,249.0,0.0,0.0,249.0,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,75,OK,,Book to Professional Services.,
025527bda50a444f,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,19,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-23,,2026,2026-05,"GRASSHOPPER GROUP, LBOSTON MA","GRASSHOPPER GROUP, LBOSTON MA",GRASSHOPPER GROUP LBOSTON MA,Software & Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,46.81,46.81,0.0,0.0,46.81,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
448889f061a16f0a,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,20,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-22,,2026,2026-05,AMERICAN AIRLINES 800-433-7300 TX,AMERICAN AIRLINES 800-433-7300 TX,AMERICAN AIRLINES 800 433,Team Travel,Travel,Operating Expense,6090 Travel,,172.22,172.22,0.0,0.0,172.22,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
8e7cb13a3714d751,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,21,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-22,,2026,2026-05,WORLD MARKET ECOMM 8ALAMEDA CA,WORLD MARKET ECOMM 8ALAMEDA CA,WORLD MARKET ECOMM CA,Employee Bonus,Payroll,Compensation,5000 Payroll,,489.73,489.73,0.0,0.0,489.73,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,82,OK,,Book to Payroll.,
9645070b1373d0d8,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,22,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-20,,2026,2026-05,QUANTUM LEAP CONSULTSHERIDAN WY,QUANTUM LEAP CONSULTSHERIDAN WY,QUANTUM LEAP CONSULTSHERIDAN WY,Bridge Loan (JC Whitner),Loan Proceeds,Balance Sheet,9090 Loan Proceeds,jc whitner,2000.0,2000.0,0.0,0.0,2000.0,Business,Nonoperating,Balance Sheet,Yes,No,No,No,No,No,No,No,,,70,Review,Loan/debt activity — review regardless of amount,"Financing activity — record to loan account, not P&L. Principal/interest split unknown without amortization schedule.",
81724ddb8182e604,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,23,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-20,,2026,2026-05,TST* BLUEYS KITCHEN LOS ANGELES CA,TST* BLUEYS KITCHEN LOS ANGELES CA,TST BLUEYS KITCHEN LOS,Team Travel,Travel,Operating Expense,6090 Travel,,94.05,94.05,0.0,0.0,94.05,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,84,OK,,Book to Travel.,
a51e7a7dc0c2f7c1,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,24,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-18,,2026,2026-05,WORLD MARKET ECOMM 8ALAMEDA CA,WORLD MARKET ECOMM 8ALAMEDA CA,WORLD MARKET ECOMM CA,Employee Bonus,Payroll,Compensation,5000 Payroll,,252.44,252.44,0.0,0.0,252.44,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,82,OK,,Book to Payroll.,
d2aa70e054e8da82,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,25,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-17,,2026,2026-05,WORLD MARKET #304 6HAWTHORNE CA,WORLD MARKET #304 6HAWTHORNE CA,WORLD MARKET 304 CA,Employee Bonus,Payroll,Compensation,5000 Payroll,,3509.6,3509.6,0.0,0.0,3509.6,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,82,OK,,Book to Payroll.,
39ed50ee199c0e5a,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,26,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-15,,2026,2026-05,"800.COM, LLC 800-800-4321 FL","800.COM, LLC 800-800-4321 FL",LLC 800 800 4321,Software & Subscriptions,Software & Technology,Operating Expense,6030 Software & Technology,,69.62,69.62,0.0,0.0,69.62,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,86,OK,,Book to Software & Technology.,
e35c8d6e5d05f660,Mar-June_2026_DWGRE_Amex_Charges.xlsx,Transaction Details,27,DWG Capital Group,DWG Capital Group,Amex Business Platinum  |  Transaction Detail,81005,Credit Card,2026-05-14,,2026,2026-05,LEVY @ THE ROXY THEAWest Hollywood CA,LEVY @ THE ROXY THEAWEST HOLLYWOOD CA,LEVY THE ROXY THEAWEST,Team Outing,Meals & Entertainment,Operating Expense,6100 Meals & Entertainment,,18.56,18.56,0.0,0.0,18.56,Business,Operating,Expense,No,No,No,No,No,No,No,No,,,82,OK,,Book to Meals & Entertainment.,
